order,Delay,Test.Time,Prolific.ID,Participant.Private.ID,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,answer,original_response,lure_recalled,intrusions
83539,control,PM,,8367880,Chrome 111.0.0.0,1504x1003,1504x1003,spider,NA,0,1
83540,control,PM,,8367880,Chrome 111.0.0.0,1504x1003,1504x1003,foot,NA,0,1
83701,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,window,NA,0,1
83702,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,sleep,NA,0,1
83703,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,doctor,NA,0,1
83704,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,smell,NA,0,1
83705,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,chair,NA,0,1
83706,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,smoke,NA,0,1
83707,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,sweet,NA,0,1
83708,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,rough,rough,1,1
83709,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,needle,NA,0,1
83710,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,rubbish,NA,0,1
83711,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,anger,anger,1,1
83712,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,soft,NA,0,1
83713,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,city,NA,0,1
83714,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,cup,NA,0,1
83715,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,cold,NA,0,1
83716,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,mountain,NA,0,1
83717,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,slow,NA,0,1
83718,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,river,NA,0,1
83719,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,spider,NA,0,1
83720,control,PM,,8368002,Chrome 109.0.0.0,1512x945,1512x945,foot,NA,0,1
83881,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,window,NA,0,0
83882,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,sleep,NA,0,0
83883,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,doctor,doctor,1,0
83884,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,smell,NA,0,0
83885,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,chair,NA,0,0
83886,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,smoke,NA,0,0
83887,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,sweet,NA,0,0
83888,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,rough,NA,0,0
83889,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,needle,NA,0,0
83890,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,rubbish,NA,0,0
83891,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,anger,NA,0,0
83892,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,soft,NA,0,0
83893,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,city,NA,0,0
83894,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,cup,NA,0,0
83895,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,cold,NA,0,0
83896,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,mountain,NA,0,0
83897,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,slow,NA,0,0
83898,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,river,NA,0,0
83899,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,spider,NA,0,0
83900,control,PM,,8368189,Chrome 111.0.0.0,1920x1080,1920x1080,foot,NA,0,0
84061,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,window,NA,0,1
84062,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,sleep,NA,0,1
84063,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,doctor,NA,0,1
84064,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,smell,NA,0,1
84065,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,chair,NA,0,1
84066,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,smoke,NA,0,1
84067,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,sweet,NA,0,1
84068,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,rough,NA,0,1
84069,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,needle,needle,1,1
84070,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,rubbish,NA,0,1
84071,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,anger,NA,0,1
84072,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,soft,NA,0,1
84073,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,city,NA,0,1
84074,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,cup,NA,0,1
84075,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,cold,cold,1,1
84076,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,mountain,NA,0,1
84077,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,slow,NA,0,1
84078,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,river,NA,0,1
84079,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,spider,NA,0,1
84080,control,PM,,8377047,Chrome 110.0.0.0,1440x900,1440x900,foot,NA,0,1
84241,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,window,NA,0,3
84242,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,sleep,NA,0,3
84243,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,doctor,doctor,1,3
84244,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,smell,NA,0,3
84245,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,chair,NA,0,3
84246,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,smoke,NA,0,3
84247,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,sweet,sweet,1,3
84248,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,rough,NA,0,3
84249,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,needle,NA,0,3
84250,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,rubbish,rubbish,1,3
84251,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,anger,anger,1,3
84252,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,soft,NA,0,3
84253,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,city,city,1,3
84254,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,cup,NA,0,3
84255,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,cold,NA,0,3
84256,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,mountain,NA,0,3
84257,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,slow,NA,0,3
84258,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,river,NA,0,3
84259,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,spider,NA,0,3
84260,control,PM,,8377753,Chrome 110.0.0.0,1280x720,1280x720,foot,NA,0,3
84421,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,window,NA,0,0
84422,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,sleep,NA,0,0
84423,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,doctor,NA,0,0
84424,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,smell,NA,0,0
84425,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,chair,NA,0,0
84426,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,smoke,NA,0,0
84427,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,sweet,NA,0,0
84428,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,rough,NA,0,0
84429,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,needle,NA,0,0
84430,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,rubbish,NA,0,0
84431,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,anger,NA,0,0
84432,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,soft,NA,0,0
84433,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,city,NA,0,0
84434,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,cup,NA,0,0
84435,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,cold,NA,0,0
84436,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,mountain,NA,0,0
84437,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,slow,NA,0,0
84438,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,river,NA,0,0
84439,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,spider,NA,0,0
84440,control,PM,,8385927,Chrome 111.0.0.0,1366x768,1366x768,foot,NA,0,0
84601,control,PM,,8389381,Safari 16.3,1440x900,1440x900,window,NA,0,1
84602,control,PM,,8389381,Safari 16.3,1440x900,1440x900,sleep,sleep,1,1
84603,control,PM,,8389381,Safari 16.3,1440x900,1440x900,doctor,NA,0,1
84604,control,PM,,8389381,Safari 16.3,1440x900,1440x900,smell,NA,0,1
84605,control,PM,,8389381,Safari 16.3,1440x900,1440x900,chair,NA,0,1
84606,control,PM,,8389381,Safari 16.3,1440x900,1440x900,smoke,smoke,1,1
84607,control,PM,,8389381,Safari 16.3,1440x900,1440x900,sweet,NA,0,1
84608,control,PM,,8389381,Safari 16.3,1440x900,1440x900,rough,NA,0,1
84609,control,PM,,8389381,Safari 16.3,1440x900,1440x900,needle,NA,0,1
84610,control,PM,,8389381,Safari 16.3,1440x900,1440x900,rubbish,NA,0,1
84611,control,PM,,8389381,Safari 16.3,1440x900,1440x900,anger,NA,0,1
84612,control,PM,,8389381,Safari 16.3,1440x900,1440x900,soft,NA,0,1
84613,control,PM,,8389381,Safari 16.3,1440x900,1440x900,city,NA,0,1
84614,control,PM,,8389381,Safari 16.3,1440x900,1440x900,cup,cup,1,1
84615,control,PM,,8389381,Safari 16.3,1440x900,1440x900,cold,NA,0,1
84616,control,PM,,8389381,Safari 16.3,1440x900,1440x900,mountain,NA,0,1
84617,control,PM,,8389381,Safari 16.3,1440x900,1440x900,slow,NA,0,1
84618,control,PM,,8389381,Safari 16.3,1440x900,1440x900,river,NA,0,1
84619,control,PM,,8389381,Safari 16.3,1440x900,1440x900,spider,NA,0,1
84620,control,PM,,8389381,Safari 16.3,1440x900,1440x900,foot,NA,0,1
84781,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,window,NA,0,1
84782,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,sleep,NA,0,1
84783,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,doctor,NA,0,1
84784,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,smell,NA,0,1
84785,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,chair,NA,0,1
84786,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,smoke,NA,0,1
84787,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,sweet,NA,0,1
84788,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,rough,NA,0,1
84789,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,needle,NA,0,1
84790,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,rubbish,NA,0,1
84791,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,anger,NA,0,1
84792,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,soft,NA,0,1
84793,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,city,NA,0,1
84794,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,cup,NA,0,1
84795,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,cold,cold,1,1
84796,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,mountain,NA,0,1
84797,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,slow,NA,0,1
84798,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,river,NA,0,1
84799,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,spider,NA,0,1
84800,control,PM,,8393166,Chrome 111.0.0.0,1536x864,1396x785,foot,NA,0,1
84961,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,window,NA,0,6
84962,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,sleep,NA,0,6
84963,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,doctor,NA,0,6
84964,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,smell,NA,0,6
84965,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,chair,NA,0,6
84966,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,smoke,NA,0,6
84967,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,sweet,NA,0,6
84968,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,rough,NA,0,6
84969,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,needle,NA,0,6
84970,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,rubbish,NA,0,6
84971,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,anger,NA,0,6
84972,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,soft,NA,0,6
84973,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,city,NA,0,6
84974,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,cup,NA,0,6
84975,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,cold,cold,1,6
84976,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,mountain,NA,0,6
84977,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,slow,NA,0,6
84978,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,river,NA,0,6
84979,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,spider,NA,0,6
84980,control,PM,,8393542,Chrome 110.0.0.0,1440x900,1440x900,foot,NA,0,6
85141,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,window,NA,0,1
85142,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,sleep,NA,0,1
85143,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,doctor,doctor,1,1
85144,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,smell,NA,0,1
85145,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,chair,NA,0,1
85146,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,smoke,NA,0,1
85147,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,sweet,sweet,1,1
85148,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,rough,rough,1,1
85149,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,needle,NA,0,1
85150,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,rubbish,NA,0,1
85151,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,anger,NA,0,1
85152,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,soft,NA,0,1
85153,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,city,NA,0,1
85154,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,cup,NA,0,1
85155,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,cold,NA,0,1
85156,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,mountain,NA,0,1
85157,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,slow,NA,0,1
85158,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,river,NA,0,1
85159,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,spider,NA,0,1
85160,control,PM,,8400943,Edge 111.0.1661.44,1280x720,1280x720,foot,NA,0,1
85321,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,window,window,1,6
85322,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,sleep,NA,0,6
85323,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,doctor,NA,0,6
85324,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,smell,NA,0,6
85325,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,chair,chair,1,6
85326,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,smoke,NA,0,6
85327,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,sweet,NA,0,6
85328,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,rough,NA,0,6
85329,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,needle,NA,0,6
85330,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,rubbish,NA,0,6
85331,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,anger,anger,1,6
85332,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,soft,NA,0,6
85333,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,city,NA,0,6
85334,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,cup,NA,0,6
85335,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,cold,cold,1,6
85336,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,mountain,NA,0,6
85337,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,slow,NA,0,6
85338,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,river,NA,0,6
85339,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,spider,NA,0,6
85340,control,PM,,8400954,Chrome 103.0.0.0,1440x900,1440x900,foot,NA,0,6
85501,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,window,NA,0,6
85502,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,sleep,sleep,1,6
85503,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,doctor,NA,0,6
85504,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,smell,smell,1,6
85505,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,chair,NA,0,6
85506,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,smoke,smoke,1,6
85507,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,sweet,sweet,1,6
85508,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,rough,rough,1,6
85509,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,needle,NA,0,6
85510,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,rubbish,NA,0,6
85511,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,anger,anger,1,6
85512,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,soft,NA,0,6
85513,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,city,city,1,6
85514,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,cup,NA,0,6
85515,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,cold,cold,1,6
85516,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,mountain,mountain,1,6
85517,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,slow,NA,0,6
85518,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,river,river,1,6
85519,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,spider,NA,0,6
85520,control,PM,,8400982,Chrome 103.0.0.0,1366x768,1366x768,foot,NA,0,6
85681,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,window,NA,0,5
85682,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,sleep,NA,0,5
85683,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,doctor,NA,0,5
85684,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,smell,NA,0,5
85685,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,chair,NA,0,5
85686,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,smoke,NA,0,5
85687,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,sweet,NA,0,5
85688,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,rough,NA,0,5
85689,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,needle,NA,0,5
85690,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,rubbish,NA,0,5
85691,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,anger,NA,0,5
85692,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,soft,NA,0,5
85693,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,city,NA,0,5
85694,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,cup,NA,0,5
85695,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,cold,NA,0,5
85696,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,mountain,NA,0,5
85697,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,slow,NA,0,5
85698,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,river,NA,0,5
85699,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,spider,spider,1,5
85700,control,PM,,8401004,Chrome 111.0.0.0,1280x720,1280x720,foot,NA,0,5
85861,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,window,window,1,2
85862,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,sleep,NA,0,2
85863,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,doctor,NA,0,2
85864,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,smell,NA,0,2
85865,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,chair,NA,0,2
85866,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,smoke,smoke,1,2
85867,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,sweet,sweet,1,2
85868,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,rough,NA,0,2
85869,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,needle,NA,0,2
85870,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,rubbish,NA,0,2
85871,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,anger,NA,0,2
85872,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,soft,NA,0,2
85873,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,city,NA,0,2
85874,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,cup,NA,0,2
85875,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,cold,NA,0,2
85876,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,mountain,NA,0,2
85877,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,slow,slow,1,2
85878,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,river,NA,0,2
85879,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,spider,NA,0,2
85880,control,PM,,8400988,Chrome 110.0.5481.178,1536x864,1536x864,foot,foot,1,2
86041,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,window,NA,0,15
86042,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,sleep,NA,0,15
86043,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,doctor,NA,0,15
86044,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,smell,NA,0,15
86045,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,chair,NA,0,15
86046,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,smoke,smoke,1,15
86047,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,sweet,NA,0,15
86048,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,rough,NA,0,15
86049,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,needle,NA,0,15
86050,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,rubbish,NA,0,15
86051,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,anger,NA,0,15
86052,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,soft,NA,0,15
86053,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,city,NA,0,15
86054,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,cup,NA,0,15
86055,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,cold,cold,1,15
86056,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,mountain,NA,0,15
86057,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,slow,NA,0,15
86058,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,river,NA,0,15
86059,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,spider,NA,0,15
86060,control,PM,,8401031,Chrome 110.0.0.0,1366x768,1366x768,foot,NA,0,15
86221,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,window,NA,0,4
86222,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,sleep,sleep,1,4
86223,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,doctor,NA,0,4
86224,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,smell,NA,0,4
86225,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,chair,chair,1,4
86226,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,smoke,NA,0,4
86227,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,sweet,NA,0,4
86228,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,rough,NA,0,4
86229,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,needle,NA,0,4
86230,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,rubbish,NA,0,4
86231,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,anger,NA,0,4
86232,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,soft,NA,0,4
86233,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,city,city,1,4
86234,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,cup,NA,0,4
86235,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,cold,cold,1,4
86236,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,mountain,NA,0,4
86237,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,slow,NA,0,4
86238,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,river,NA,0,4
86239,control,PM,,8401006,Chrome 111.0.0.0,1366x768,1366x768,spider,NA,0,4
